what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.p2.director,2.0.2.R36x_v20100823,"org.eclipse.equinox.p2.director",1471670176273
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.202.R36x_v20100727,"org.eclipse.equinox.p2.directorywatcher",1471670176273
started,bundle,org.eclipse.equinox.p2.engine,2.0.0.v20100606,"org.eclipse.equinox.p2.engine",1471670176273
started,bundle,org.eclipse.equinox.p2.extensionlocation,1.2.0.v20100518,"org.eclipse.equinox.p2.extensionlocation",1471670176273
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.100.v20100503,"org.eclipse.equinox.p2.garbagecollector",1471670176273
started,bundle,org.eclipse.equinox.p2.metadata,2.0.0.v20100601,"org.eclipse.equinox.p2.metadata",1471670176273
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.1.0.v20100513,"org.eclipse.equinox.p2.metadata.repository",1471670176273
started,bundle,org.eclipse.equinox.p2.operations,2.0.0.v20100510,"org.eclipse.equinox.p2.operations",1471670176273
started,bundle,org.eclipse.equinox.p2.publisher,1.1.2.v20100824-2220,"org.eclipse.equinox.p2.publisher",1471670176273
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.0.v20100525,"org.eclipse.equinox.p2.reconciler.dropins",1471670176273
started,bundle,org.eclipse.equinox.p2.repository,2.0.1.R36x_v20100823,"org.eclipse.equinox.p2.repository",1471670176273
started,bundle,org.eclipse.equinox.p2.touchpoint.eclipse,2.0.2.R36x_v20100823,"org.eclipse.equinox.p2.touchpoint.eclipse",1471670176273
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20100507-1815,"org.eclipse.equinox.p2.ui.sdk.scheduler",1471670176273
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.101.R36x_v20100823,"org.eclipse.equinox.p2.updatechecker",1471670176273
started,bundle,org.eclipse.equinox.p2.updatesite,1.0.201.R36x_v20100823,"org.eclipse.equinox.p2.updatesite",1471670176273
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1471670176273
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1471670176273
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1471670176273
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1471670176273
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1471670176273
started,bundle,org.eclipse.jdt.core,3.6.1.v_A68_R36x,"org.eclipse.jdt.core",1471670176273
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20100520-0800,"org.eclipse.jdt.core.manipulation",1471670176273
started,bundle,org.eclipse.jdt.launching,3.5.100.v20100526,"org.eclipse.jdt.launching",1471670176273
started,bundle,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui",1471670176273
started,bundle,org.eclipse.jface,3.6.1.M20100825-0800,"org.eclipse.jface",1471670176273
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1471670176273
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1471670176273
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1471670176273
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1471670176273
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1471670176273
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1471670176273
started,bundle,org.eclipse.mylyn.context.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.ui",1471670176273
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.monitor.ui",1471670176273
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui",1471670176273
started,bundle,org.eclipse.mylyn.team.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.team.ui",1471670176273
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1471670176273
started,bundle,org.eclipse.team.core,3.5.100.R36x_v20100825-0800,"org.eclipse.team.core",1471670176273
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1471670176273
started,bundle,org.eclipse.team.cvs.ui,3.3.301.R36x_v20100825-0800,"org.eclipse.team.cvs.ui",1471670176273
started,bundle,org.eclipse.team.ui,3.5.101.R36x_v20100825-0800,"org.eclipse.team.ui",1471670176273
started,bundle,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui",1471670176273
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1471670176273
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1471670176273
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1471670176273
started,bundle,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.ide",1471670176273
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1471670176273
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1471670176273
started,bundle,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"org.eclipse.ui.workbench",1471670176273
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1471670176273
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1471670176273
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1471670176273
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1471670176273
os,sysinfo,,,"win32",1471670176273
arch,sysinfo,,,"x86",1471670176273
ws,sysinfo,,,"win32",1471670176273
locale,sysinfo,,,"en_US",1471670176273
processors,sysinfo,,,"4",1471670176273
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1471670176273
java.runtime.version,sysinfo,,,"1.8.0_101-b13",1471670176273
java.specification.name,sysinfo,,,"Java Platform API Specification",1471670176273
java.specification.vendor,sysinfo,,,"Oracle Corporation",1471670176273
java.specification.version,sysinfo,,,"1.8",1471670176273
java.vendor,sysinfo,,,"Oracle Corporation",1471670176273
java.version,sysinfo,,,"1.8.0_101",1471670176273
java.vm.info,sysinfo,,,"mixed mode",1471670176273
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1471670176273
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1471670176273
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1471670176273
java.vm.specification.version,sysinfo,,,"1.8",1471670176273
java.vm.vendor,sysinfo,,,"Oracle Corporation",1471670176273
java.vm.version,sysinfo,,,"25.101-b13",1471670176273
started,bundle,org.eclipse.jdt.apt.core,3.3.401.R36_v20100727-0110,"org.eclipse.jdt.apt.core",1471670176453
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.301.R36_v20100727-0110,"org.eclipse.jdt.apt.pluggable.core",1471670176458
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1471670189753
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1471670213737
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1471670214346
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.refresh",1471670223130
started,bundle,org.eclipse.wst.server.core,1.1.204.v20100908,"org.eclipse.wst.server.core",1471670223161
started,bundle,org.eclipse.ltk.core.refactoring,3.5.100.v20100526-0800,"org.eclipse.ltk.core.refactoring",1471670233210
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1471670233693
started,bundle,org.eclipse.compare.core,3.5.100.I20100526-0800,"org.eclipse.compare.core",1471670233793
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1471670233846
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1471670233946
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1471670234484
started,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1471670234631
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1471670247549
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1471670384038
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1471670389570
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1471670391482
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1471670391497
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1471670393511
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1471670394185
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1471670397087
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1471670397150
closed,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1471670406599
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1471670419612
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1471670430172
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1471670444112
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1471670448816
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.properties",1471670448832
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1471670451241
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1471670458213
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1471670460738
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.properties",1471670460753
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1471670463094
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1471670464019
closed,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1471670464019
started,bundle,org.eclipse.ui.intro,3.4.0.v20100427,"org.eclipse.ui.intro",1471670472635
started,bundle,org.eclipse.ui.intro.universal,3.2.402.r36_v20100702,"org.eclipse.ui.intro.universal",1471670472682
opened,view,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.internal.introview",1471670474045
activated,view,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.internal.introview",1471670474076
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.help.quickStartAction",1471670474136
error,log,,,"Intro tried accessing a NULL bundle.",1471670480116
error,log,,,"Intro tried accessing a NULL bundle.",1471670482745
started,bundle,org.eclipse.ui.cheatsheets,3.4.0.v20100427,"org.eclipse.ui.cheatsheets",1471670488594
started,bundle,org.eclipse.help.base,3.5.2.v201009090800,"org.eclipse.help.base",1471670488616
started,bundle,org.eclipse.help.ui,3.5.2.r36_v20100702,"org.eclipse.help.ui",1471670488616
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1471670510808
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1471670519052
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1471670523856
started,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1471670532996
started,bundle,org.eclipse.ant.launching,1.0.0.v20100427,"org.eclipse.ant.launching",1471670533033
started,bundle,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser",1471670534116
started,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1471670535327
started,bundle,org.eclipse.equinox.p2.ui,2.0.0.v20100518,"org.eclipse.equinox.p2.ui",1471670548818
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1471670548834
activated,view,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui.views.tasks",1471670551277
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1471670554599
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1471670585755
started,bundle,org.eclipse.ecf.filetransfer,4.0.0.v20100529-0735,"org.eclipse.ecf.filetransfer",1471670589431
started,bundle,org.eclipse.ecf.identity,3.1.0.v20100529-0735,"org.eclipse.ecf.identity",1471670589447
started,bundle,org.eclipse.ecf,3.1.0.v20100529-0735,"org.eclipse.ecf",1471670589478
started,bundle,org.eclipse.ecf.provider.filetransfer.httpclient,4.0.0.v20100529-0735,"org.eclipse.ecf.provider.filetransfer.httpclient",1471670589494
started,bundle,org.eclipse.ecf.provider.filetransfer,3.1.0.v20100529-0735,"org.eclipse.ecf.provider.filetransfer",1471670589494
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1471670589609
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1471670630580
executed,command,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk.install",1471670630602
started,bundle,org.eclipse.epp.mpc.ui,1.0.1.v20100826-2143,"org.eclipse.epp.mpc.ui",1471670635241
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1471670636085
error,log,,,"Unexpected exception: null",1471670738195
error,log,,,"Unexpected exception: null",1471670758179
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1471670772668
executed,command,org.eclipse.epp.mpc.ui,1.0.1.v20100826-2143,"org.eclipse.epp.mpc.ui.command.showMarketplaceWizard",1471670772677
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1471670778647
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1471670780235
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1471670780301
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1471670799510
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1471670801637
started,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1471670801683
started,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1471670801683
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1471670808871
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1471670811696
started,bundle,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui",1471670814839
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1471670816119
started,bundle,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui",1471670816157
executed,command,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1471670816219
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1471670816257
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1471670818081
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1471670818147
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1471670818396
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1471670822396
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1471670847163
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1471670856016
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1471670873464
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1471670873782
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1471670874162
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1471670875582
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1471670875930
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1471670877011
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1471670882907
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1471670885764
closed,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1471670885764
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1471670894697
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1471670900779
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1471670905978
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1471670917844
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1471670918191
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1471670918259
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1471670935178
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1471670938923
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1471670940910
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1471670955330
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1471670955512
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1471670955712
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1471670961146
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1471670965864
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1471670967625
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1471670975332
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1471670976962
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1471670977163
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1471670977295
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1471671006347
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1471671008664
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1471671028892
activated,view,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui.views.tasks",1471671047663
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1471671049107
activated,view,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.internal.introview",1471671050483
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1471671051576
closed,view,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.internal.introview",1471671051607
activated,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.ContentOutline",1471671053136
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1471671053152
closed,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.ContentOutline",1471671053167
started,bundle,org.eclipse.mylyn.ide.ant,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ant",1471671053187
started,bundle,org.eclipse.mylyn.resources.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.resources.ui",1471671053189
started,bundle,org.eclipse.mylyn.wikitext.tasks.ui,1.3.1.v20100823-0100-e3x,"org.eclipse.mylyn.wikitext.tasks.ui",1471671053189
started,bundle,org.eclipse.mylyn.wikitext.core,1.3.1.v20100823-0100-e3x,"org.eclipse.mylyn.wikitext.core",1471671053189
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1471671061268
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1471671080192
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1471671086919
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1471671087176
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1471671093528
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1471671179458
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1471671185055
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1471671210611
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1471671259706
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1471671262983
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1471671266293
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1471671346147
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1471671348136
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1471671429661
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1471671435549
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1471671445347
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1471671447234
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1471671551556
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1471671553637
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1471671557194
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1471671560155
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1471671566192
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1471671594406
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1471671595276
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1471671598196
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1471671602142
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1471671663292
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.properties",1471671663323
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1471671664328
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1471671704850
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.RunLast",1471671712214
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1471671712245
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1471671714789
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1471671714827
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1471671716996
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1471671718055
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1471671719163
